period,activityDetails,values
2021-09-06T13:25:40Z,"{'referenceId': 2122313384, 'directorActivityHash': 2122313384, 'instanceId': '9144685759', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 4.0, 'displayValue': '4'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 2046.0, 'displayValue': '34m 6s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 4.078695375471344e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 1177.0, 'displayValue': '19m 37s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 837.0, 'displayValue': '13m 57s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 4.0, 'displayValue': '4'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-09-05T13:02:27Z,"{'referenceId': 3458480158, 'directorActivityHash': 3458480158, 'instanceId': '9136121477', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 211.0, 'displayValue': '211'}}, 'completed': {'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 33.0, 'displayValue': '33'}}, 'kills': {'statId': 'kills', 'basic': {'value': 662.0, 'displayValue': '662'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 873.0, 'displayValue': '873'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 26.454545454545453, 'displayValue': '26.45'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 20.060606060606062, 'displayValue': '20.06'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 23.257575757575758, 'displayValue': '23.26'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 10037.0, 'displayValue': '2h 47m'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -8.24492114745828e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 324.0, 'displayValue': '5m 24s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 9713.0, 'displayValue': '2h 41m'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-09-05T07:38:23Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9133749046', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 57.0, 'displayValue': '57'}}, 'completed': {'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 35.0, 'displayValue': '35'}}, 'kills': {'statId': 'kills', 'basic': {'value': 106.0, 'displayValue': '106'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 163.0, 'displayValue': '163'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 4.6571428571428575, 'displayValue': '4.66'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 3.0285714285714285, 'displayValue': '3.03'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 3.842857142857143, 'displayValue': '3.84'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 5268.0, 'displayValue': '1h 27m'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -5.965742095690001e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 5266.0, 'displayValue': '1h 27m'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-09-05T06:06:46Z,"{'referenceId': 3881495763, 'directorActivityHash': 3881495763, 'instanceId': '9133305015', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 58.0, 'displayValue': '58'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 22.0, 'displayValue': '22'}}, 'kills': {'statId': 'kills', 'basic': {'value': 249.0, 'displayValue': '249'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 307.0, 'displayValue': '307'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 13.954545454545455, 'displayValue': '13.95'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 11.318181818181818, 'displayValue': '11.32'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 12.636363636363637, 'displayValue': '12.64'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 5466.0, 'displayValue': '1h 31m'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -5.965742095690001e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 5431.0, 'displayValue': '1h 30m'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 8.0, 'displayValue': '8'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-09-03T13:19:06Z,"{'referenceId': 2122313384, 'directorActivityHash': 2122313384, 'instanceId': '9115286893', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 12.0, 'displayValue': '12'}}, 'kills': {'statId': 'kills', 'basic': {'value': 57.0, 'displayValue': '57'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 58.0, 'displayValue': '58'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 4.833333333333333, 'displayValue': '4.83'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 4.75, 'displayValue': '4.75'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 4.791666666666667, 'displayValue': '4.79'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 2578.0, 'displayValue': '42m 58s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -8.201574427914909e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 0.0, 'displayValue': '0m 0s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 2546.0, 'displayValue': '42m 26s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 3.0, 'displayValue': '3'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-09-03T05:41:29Z,"{'referenceId': 3458480158, 'directorActivityHash': 3458480158, 'instanceId': '9113396776', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'kills': {'statId': 'kills', 'basic': {'value': 25.0, 'displayValue': '25'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 25.0, 'displayValue': '25'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 3.5714285714285716, 'displayValue': '3.57'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 3.5714285714285716, 'displayValue': '3.57'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 3.5714285714285716, 'displayValue': '3.57'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 568.0, 'displayValue': '9m 28s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 8.371839381375902e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 0.0, 'displayValue': '0m 0s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 536.0, 'displayValue': '8m 56s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-09-02T12:56:21Z,"{'referenceId': 910380154, 'directorActivityHash': 910380154, 'instanceId': '9108560717', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 69.0, 'displayValue': '69'}}, 'completed': {'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 55.0, 'displayValue': '55'}}, 'kills': {'statId': 'kills', 'basic': {'value': 737.0, 'displayValue': '737'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 806.0, 'displayValue': '806'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 14.654545454545454, 'displayValue': '14.65'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 13.4, 'displayValue': '13.40'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 14.027272727272727, 'displayValue': '14.03'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 13564.0, 'displayValue': '3h 46m'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -8.200354839025315e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 3.0, 'displayValue': '0m 3s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 13561.0, 'displayValue': '3h 46m'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-08-30T14:28:47Z,"{'referenceId': 2122313384, 'directorActivityHash': 2122313384, 'instanceId': '9079935274', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 53.0, 'displayValue': '53'}}, 'completed': {'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 11.0, 'displayValue': '11'}}, 'kills': {'statId': 'kills', 'basic': {'value': 186.0, 'displayValue': '186'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 239.0, 'displayValue': '239'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 21.727272727272727, 'displayValue': '21.73'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 16.90909090909091, 'displayValue': '16.91'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 19.318181818181817, 'displayValue': '19.32'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 3176.0, 'displayValue': '52m 56s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 6.504093879683055e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 997.0, 'displayValue': '16m 37s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 2179.0, 'displayValue': '36m 19s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-08-30T14:27:27Z,"{'referenceId': 2122313384, 'directorActivityHash': 2122313384, 'instanceId': '9079705222', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 3.0, 'displayValue': '3'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 1055.0, 'displayValue': '17m 35s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -7.551922411825312e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 4.0, 'displayValue': '0m 4s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 868.0, 'displayValue': '14m 28s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 3.0, 'displayValue': '3'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-08-30T14:25:49Z,"{'referenceId': 2122313384, 'directorActivityHash': 2122313384, 'instanceId': '9079610186', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 0}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 123.0, 'displayValue': '2m 3s'}}, 'team': {'statId': 'team', 'basic': {'value': -1.0, 'displayValue': '-'}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 0.0, 'displayValue': ''}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 65.0, 'displayValue': '1m 5s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 26.0, 'displayValue': '0m 26s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-08-30T13:50:01Z,"{'referenceId': 2122313384, 'directorActivityHash': 2122313384, 'instanceId': '9079604295', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 4.0, 'displayValue': '4'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 2234.0, 'displayValue': '37m 14s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -5.291075659903037e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 1640.0, 'displayValue': '27m 20s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 428.0, 'displayValue': '7m 8s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2021-08-27T05:14:23Z,"{'referenceId': 3458480158, 'directorActivityHash': 3458480158, 'instanceId': '9044488755', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 13.0, 'displayValue': '13'}}, 'kills': {'statId': 'kills', 'basic': {'value': 25.0, 'displayValue': '25'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 25.0, 'displayValue': '25'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 1.9230769230769231, 'displayValue': '1.92'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 1.9230769230769231, 'displayValue': '1.92'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 1.9230769230769231, 'displayValue': '1.92'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 1431.0, 'displayValue': '23m 51s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 6.994042560842696e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 0.0, 'displayValue': '0m 0s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 1401.0, 'displayValue': '23m 21s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-03-22T10:33:17Z,"{'referenceId': 3213556450, 'directorActivityHash': 3213556450, 'instanceId': '5937217195', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 10.0, 'displayValue': '10'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'kills': {'statId': 'kills', 'basic': {'value': 59.0, 'displayValue': '59'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 69.0, 'displayValue': '69'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 34.5, 'displayValue': '34.50'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 29.5, 'displayValue': '29.50'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 32.0, 'displayValue': '32.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 1534.0, 'displayValue': '25m 34s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 8.138365465876006e+17, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 91.0, 'displayValue': '1m 31s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 1394.0, 'displayValue': '23m 14s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-03-19T12:35:41Z,"{'referenceId': 548750096, 'directorActivityHash': 548750096, 'instanceId': '5915325465', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 1411.0, 'displayValue': '23m 31s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -2.336296300970482e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 65.0, 'displayValue': '1m 5s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 469.0, 'displayValue': '7m 49s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
