period,activityDetails,values
2020-02-26T12:17:23Z,"{'referenceId': 809170886, 'directorActivityHash': 809170886, 'instanceId': '5789286531', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 4.0, 'displayValue': '4'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 1020.0, 'displayValue': '17m 0s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 1.9586402630888412e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 533.0, 'displayValue': '8m 53s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 464.0, 'displayValue': '7m 44s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 4.0, 'displayValue': '4'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-26T06:17:59Z,"{'referenceId': 548750096, 'directorActivityHash': 548750096, 'instanceId': '5788385820', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 25.0, 'displayValue': '25'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 13.0, 'displayValue': '13'}}, 'kills': {'statId': 'kills', 'basic': {'value': 83.0, 'displayValue': '83'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 108.0, 'displayValue': '108'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 8.307692307692308, 'displayValue': '8.31'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 6.384615384615385, 'displayValue': '6.38'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 7.346153846153846, 'displayValue': '7.35'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 3810.0, 'displayValue': '1h 3m'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 2.573243383102448e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 5.0, 'displayValue': '0m 5s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 3781.0, 'displayValue': '1h 3m'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 12.0, 'displayValue': '12'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-24T15:09:11Z,"{'referenceId': 548750096, 'directorActivityHash': 548750096, 'instanceId': '5781538523', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 30.0, 'displayValue': '30'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 20.0, 'displayValue': '20'}}, 'kills': {'statId': 'kills', 'basic': {'value': 123.0, 'displayValue': '123'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 153.0, 'displayValue': '153'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 7.65, 'displayValue': '7.65'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 6.15, 'displayValue': '6.15'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 6.9, 'displayValue': '6.90'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 3832.0, 'displayValue': '1h 3m'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -5.736177329798873e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 195.0, 'displayValue': '3m 15s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 3505.0, 'displayValue': '58m 25s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 4.0, 'displayValue': '4'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-20T17:39:25Z,"{'referenceId': 809170886, 'directorActivityHash': 809170886, 'instanceId': '5763920991', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 3.0, 'displayValue': '3'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 723.0, 'displayValue': '12m 3s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 8.345784955931281e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 451.0, 'displayValue': '7m 31s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 260.0, 'displayValue': '4m 20s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 3.0, 'displayValue': '3'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-20T17:20:31Z,"{'referenceId': 809170886, 'directorActivityHash': 809170886, 'instanceId': '5763868302', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 780.0, 'displayValue': '13m 0s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 2.6332465144898033e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 493.0, 'displayValue': '8m 13s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 257.0, 'displayValue': '4m 17s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 4.0, 'displayValue': '4'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-20T15:31:14Z,"{'referenceId': 3213556450, 'directorActivityHash': 3213556450, 'instanceId': '5763621816', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 12.0, 'displayValue': '12'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 8.0, 'displayValue': '8'}}, 'kills': {'statId': 'kills', 'basic': {'value': 58.0, 'displayValue': '58'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 70.0, 'displayValue': '70'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 8.75, 'displayValue': '8.75'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 7.25, 'displayValue': '7.25'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 8.0, 'displayValue': '8.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 2070.0, 'displayValue': '34m 30s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 3.646365640004498e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 49.0, 'displayValue': '0m 49s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 2012.0, 'displayValue': '33m 32s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-20T15:21:24Z,"{'referenceId': 3333172150, 'directorActivityHash': 3333172150, 'instanceId': '5763526090', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 16.0, 'displayValue': '16'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 16.0, 'displayValue': '16'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 16.0, 'displayValue': '16.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 16.0, 'displayValue': '16.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 16.0, 'displayValue': '16.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 481.0, 'displayValue': '8m 1s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -7.740328482427768e+17, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 78.0, 'displayValue': '1m 18s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 403.0, 'displayValue': '6m 43s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-20T15:10:30Z,"{'referenceId': 3333172150, 'directorActivityHash': 3333172150, 'instanceId': '5763490936', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'completed': {'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'kills': {'statId': 'kills', 'basic': {'value': 22.0, 'displayValue': '22'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 24.0, 'displayValue': '24'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 12.0, 'displayValue': '12.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 11.0, 'displayValue': '11.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 11.5, 'displayValue': '11.50'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 517.0, 'displayValue': '8m 37s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 7.528128873068355e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 62.0, 'displayValue': '1m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 455.0, 'displayValue': '7m 35s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-18T17:51:31Z,"{'referenceId': 548750096, 'directorActivityHash': 548750096, 'instanceId': '5754945690', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 1.0, 'displayValue': '1'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.5, 'displayValue': '0.50'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.25, 'displayValue': '0.25'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 780.0, 'displayValue': '13m 0s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -3.0792338162410865e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 135.0, 'displayValue': '2m 15s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 499.0, 'displayValue': '8m 19s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-18T13:48:30Z,"{'referenceId': 2659723068, 'directorActivityHash': 2659723068, 'instanceId': '5754166953', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 55.0, 'displayValue': '55'}}, 'completed': {'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 16.0, 'displayValue': '16'}}, 'kills': {'statId': 'kills', 'basic': {'value': 175.0, 'displayValue': '175'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 230.0, 'displayValue': '230'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 14.375, 'displayValue': '14.38'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 10.9375, 'displayValue': '10.94'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 12.65625, 'displayValue': '12.66'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 3531.0, 'displayValue': '58m 51s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -6.847621186293783e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 3.0, 'displayValue': '0m 3s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 3528.0, 'displayValue': '58m 48s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-17T13:44:20Z,"{'referenceId': 548750096, 'directorActivityHash': 548750096, 'instanceId': '5749449403', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 2.0, 'displayValue': '2'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 420.0, 'displayValue': '7m 0s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -2.684016770398065e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 58.0, 'displayValue': '0m 58s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 320.0, 'displayValue': '5m 20s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 5.0, 'displayValue': '5'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-17T13:42:34Z,"{'referenceId': 548750096, 'directorActivityHash': 548750096, 'instanceId': '5749429665', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 120.0, 'displayValue': '2m 0s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -6.783448078749768e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 113.0, 'displayValue': '1m 53s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 5.0, 'displayValue': '5'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-16T13:35:26Z,"{'referenceId': 2693136601, 'directorActivityHash': 2693136601, 'instanceId': '5744377564', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'completed': {'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 3.0, 'displayValue': '3'}}, 'kills': {'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 754.0, 'displayValue': '12m 34s'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': -4.947171202285816e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 3.0, 'displayValue': '0m 3s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 739.0, 'displayValue': '12m 19s'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
2020-02-15T13:10:34Z,"{'referenceId': 3333172150, 'directorActivityHash': 3333172150, 'instanceId': '5739160054', 'mode': 4, 'modes': [7, 4], 'isPrivate': False, 'membershipType': 3}","{'assists': {'statId': 'assists', 'basic': {'value': 11.0, 'displayValue': '11'}}, 'completed': {'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}, 'deaths': {'statId': 'deaths', 'basic': {'value': 8.0, 'displayValue': '8'}}, 'kills': {'statId': 'kills', 'basic': {'value': 121.0, 'displayValue': '121'}}, 'opponentsDefeated': {'statId': 'opponentsDefeated', 'basic': {'value': 132.0, 'displayValue': '132'}}, 'efficiency': {'statId': 'efficiency', 'basic': {'value': 16.5, 'displayValue': '16.50'}}, 'killsDeathsRatio': {'statId': 'killsDeathsRatio', 'basic': {'value': 15.125, 'displayValue': '15.13'}}, 'killsDeathsAssists': {'statId': 'killsDeathsAssists', 'basic': {'value': 15.8125, 'displayValue': '15.81'}}, 'score': {'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}, 'activityDurationSeconds': {'statId': 'activityDurationSeconds', 'basic': {'value': 3856.0, 'displayValue': '1h 4m'}}, 'team': {'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}, 'completionReason': {'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}, 'fireteamId': {'statId': 'fireteamId', 'basic': {'value': 7.21300524752931e+18, 'displayValue': '-2147483648'}}, 'startSeconds': {'statId': 'startSeconds', 'basic': {'value': 143.0, 'displayValue': '2m 23s'}}, 'timePlayedSeconds': {'statId': 'timePlayedSeconds', 'basic': {'value': 3713.0, 'displayValue': '1h 1m'}}, 'playerCount': {'statId': 'playerCount', 'basic': {'value': 8.0, 'displayValue': '8'}}, 'teamScore': {'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}}"
