period,referenceId,directorActivityHash,instanceId,mode,modes,isPrivate,membershipType,assists,completed,deaths,kills,opponentsDefeated,efficiency,killsDeathsRatio,killsDeathsAssists,score,activityDurationSeconds,team,completionReason,fireteamId,startSeconds,timePlayedSeconds,playerCount,teamScore
2021-10-19T11:51:30Z,3881495763,3881495763,9474236270,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}","{'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 334.0, 'displayValue': '5m 34s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}","{'statId': 'fireteamId', 'basic': {'value': -6.518435556486009e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 62.0, 'displayValue': '1m 2s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 239.0, 'displayValue': '3m 59s'}}","{'statId': 'playerCount', 'basic': {'value': 3.0, 'displayValue': '3'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-19T11:00:27Z,3881495763,3881495763,9474151452,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}","{'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'kills', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'efficiency', 'basic': {'value': 0.0, 'displayValue': '0.00'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 0.0, 'displayValue': '0.00'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 0.0, 'displayValue': '0.00'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 1123.0, 'displayValue': '18m 43s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}","{'statId': 'fireteamId', 'basic': {'value': 5.609470063743285e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 251.0, 'displayValue': '4m 11s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 92.0, 'displayValue': '1m 32s'}}","{'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-10T13:08:55Z,2122313384,2122313384,9413912292,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 65.0, 'displayValue': '65'}}","{'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}","{'statId': 'deaths', 'basic': {'value': 68.0, 'displayValue': '68'}}","{'statId': 'kills', 'basic': {'value': 496.0, 'displayValue': '496'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 561.0, 'displayValue': '561'}}","{'statId': 'efficiency', 'basic': {'value': 8.25, 'displayValue': '8.25'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 7.294117647058823, 'displayValue': '7.29'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 7.772058823529412, 'displayValue': '7.77'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 6161.0, 'displayValue': '1h 42m'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}","{'statId': 'fireteamId', 'basic': {'value': 1.9352428884454052e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 0.0, 'displayValue': '0m 0s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 6161.0, 'displayValue': '1h 42m'}}","{'statId': 'playerCount', 'basic': {'value': 3.0, 'displayValue': '3'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-08T03:36:08Z,910380154,910380154,9397436567,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 13.0, 'displayValue': '13'}}","{'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}","{'statId': 'deaths', 'basic': {'value': 5.0, 'displayValue': '5'}}","{'statId': 'kills', 'basic': {'value': 115.0, 'displayValue': '115'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 128.0, 'displayValue': '128'}}","{'statId': 'efficiency', 'basic': {'value': 25.6, 'displayValue': '25.60'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 23.0, 'displayValue': '23.00'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 24.3, 'displayValue': '24.30'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 3175.0, 'displayValue': '52m 55s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}","{'statId': 'fireteamId', 'basic': {'value': 5.010473848797889e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 160.0, 'displayValue': '2m 40s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 3015.0, 'displayValue': '50m 15s'}}","{'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-06T04:27:38Z,3881495763,3881495763,9385400347,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 51.0, 'displayValue': '51'}}","{'statId': 'completed', 'basic': {'value': 1.0, 'displayValue': 'Yes'}}","{'statId': 'deaths', 'basic': {'value': 19.0, 'displayValue': '19'}}","{'statId': 'kills', 'basic': {'value': 218.0, 'displayValue': '218'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 269.0, 'displayValue': '269'}}","{'statId': 'efficiency', 'basic': {'value': 14.157894736842104, 'displayValue': '14.16'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 11.473684210526315, 'displayValue': '11.47'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 12.81578947368421, 'displayValue': '12.82'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 4034.0, 'displayValue': '1h 7m'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 0.0, 'displayValue': 'Objective Completed'}}","{'statId': 'fireteamId', 'basic': {'value': 8.812249709334036e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 2.0, 'displayValue': '0m 2s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 4032.0, 'displayValue': '1h 7m'}}","{'statId': 'playerCount', 'basic': {'value': 8.0, 'displayValue': '8'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-05T15:52:53Z,910380154,910380154,9379825433,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 2.0, 'displayValue': '2'}}","{'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}","{'statId': 'deaths', 'basic': {'value': 8.0, 'displayValue': '8'}}","{'statId': 'kills', 'basic': {'value': 58.0, 'displayValue': '58'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 60.0, 'displayValue': '60'}}","{'statId': 'efficiency', 'basic': {'value': 7.5, 'displayValue': '7.50'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 7.25, 'displayValue': '7.25'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 7.375, 'displayValue': '7.38'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 2127.0, 'displayValue': '35m 27s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}","{'statId': 'fireteamId', 'basic': {'value': 4.689932239644175e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 87.0, 'displayValue': '1m 27s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 2008.0, 'displayValue': '33m 28s'}}","{'statId': 'playerCount', 'basic': {'value': 2.0, 'displayValue': '2'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-05T15:09:39Z,3881495763,3881495763,9379518080,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}","{'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'kills', 'basic': {'value': 2.0, 'displayValue': '2'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 3.0, 'displayValue': '3'}}","{'statId': 'efficiency', 'basic': {'value': 3.0, 'displayValue': '3.00'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 2.0, 'displayValue': '2.00'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 2.5, 'displayValue': '2.50'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 256.0, 'displayValue': '4m 16s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}","{'statId': 'fireteamId', 'basic': {'value': 1.821794198586009e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 64.0, 'displayValue': '1m 4s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 158.0, 'displayValue': '2m 38s'}}","{'statId': 'playerCount', 'basic': {'value': 6.0, 'displayValue': '6'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-05T15:07:01Z,3881495763,3881495763,9379506411,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}","{'statId': 'deaths', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'kills', 'basic': {'value': 2.0, 'displayValue': '2'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 3.0, 'displayValue': '3'}}","{'statId': 'efficiency', 'basic': {'value': 3.0, 'displayValue': '3.00'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 2.0, 'displayValue': '2.00'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 2.5, 'displayValue': '2.50'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 250.0, 'displayValue': '4m 10s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}","{'statId': 'fireteamId', 'basic': {'value': -6.438145227431281e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 51.0, 'displayValue': '0m 51s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 166.0, 'displayValue': '2m 46s'}}","{'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-05T15:03:39Z,3881495763,3881495763,9379496953,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}","{'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'kills', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'efficiency', 'basic': {'value': 1.0, 'displayValue': '1.00'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 1.0, 'displayValue': '1.00'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 1.0, 'displayValue': '1.00'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 279.0, 'displayValue': '4m 39s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}","{'statId': 'fireteamId', 'basic': {'value': -5.163453149489012e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 51.0, 'displayValue': '0m 51s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 196.0, 'displayValue': '3m 16s'}}","{'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-05T15:00:37Z,3881495763,3881495763,9379482455,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}","{'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'kills', 'basic': {'value': 4.0, 'displayValue': '4'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 5.0, 'displayValue': '5'}}","{'statId': 'efficiency', 'basic': {'value': 5.0, 'displayValue': '5.00'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 4.0, 'displayValue': '4.00'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 4.5, 'displayValue': '4.50'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 256.0, 'displayValue': '4m 16s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}","{'statId': 'fireteamId', 'basic': {'value': 6.015007609784365e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 52.0, 'displayValue': '0m 52s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 172.0, 'displayValue': '2m 52s'}}","{'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-05T14:57:26Z,3881495763,3881495763,9379471168,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}","{'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'kills', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 2.0, 'displayValue': '2'}}","{'statId': 'efficiency', 'basic': {'value': 2.0, 'displayValue': '2.00'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 1.0, 'displayValue': '1.00'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 1.5, 'displayValue': '1.50'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 263.0, 'displayValue': '4m 23s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}","{'statId': 'fireteamId', 'basic': {'value': -1.1524679545641184e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 52.0, 'displayValue': '0m 52s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 178.0, 'displayValue': '2m 58s'}}","{'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-05T14:54:13Z,3881495763,3881495763,9379460032,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}","{'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'kills', 'basic': {'value': 4.0, 'displayValue': '4'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 4.0, 'displayValue': '4'}}","{'statId': 'efficiency', 'basic': {'value': 4.0, 'displayValue': '4.00'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 4.0, 'displayValue': '4.00'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 4.0, 'displayValue': '4.00'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 267.0, 'displayValue': '4m 27s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}","{'statId': 'fireteamId', 'basic': {'value': -7.091514569900777e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 50.0, 'displayValue': '0m 50s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 184.0, 'displayValue': '3m 4s'}}","{'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-05T14:51:13Z,3881495763,3881495763,9379447877,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}","{'statId': 'deaths', 'basic': {'value': 2.0, 'displayValue': '2'}}","{'statId': 'kills', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 2.0, 'displayValue': '2'}}","{'statId': 'efficiency', 'basic': {'value': 1.0, 'displayValue': '1.00'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 0.5, 'displayValue': '0.50'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 0.75, 'displayValue': '0.75'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 253.0, 'displayValue': '4m 13s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}","{'statId': 'fireteamId', 'basic': {'value': -6.317063499930826e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 46.0, 'displayValue': '0m 46s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 174.0, 'displayValue': '2m 54s'}}","{'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-05T14:48:16Z,3881495763,3881495763,9379436038,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 2.0, 'displayValue': '2'}}","{'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}","{'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'kills', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 3.0, 'displayValue': '3'}}","{'statId': 'efficiency', 'basic': {'value': 3.0, 'displayValue': '3.00'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 1.0, 'displayValue': '1.00'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 2.0, 'displayValue': '2.00'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 244.0, 'displayValue': '4m 4s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}","{'statId': 'fireteamId', 'basic': {'value': -3.2942099259096765e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 51.0, 'displayValue': '0m 51s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 161.0, 'displayValue': '2m 41s'}}","{'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-05T14:45:13Z,3881495763,3881495763,9379426565,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}","{'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'kills', 'basic': {'value': 5.0, 'displayValue': '5'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 6.0, 'displayValue': '6'}}","{'statId': 'efficiency', 'basic': {'value': 6.0, 'displayValue': '6.00'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 5.0, 'displayValue': '5.00'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 5.5, 'displayValue': '5.50'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 256.0, 'displayValue': '4m 16s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}","{'statId': 'fireteamId', 'basic': {'value': -5.61519479921698e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 54.0, 'displayValue': '0m 54s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 170.0, 'displayValue': '2m 50s'}}","{'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-05T14:42:04Z,3881495763,3881495763,9379414378,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 2.0, 'displayValue': '2'}}","{'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}","{'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'kills', 'basic': {'value': 3.0, 'displayValue': '3'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 5.0, 'displayValue': '5'}}","{'statId': 'efficiency', 'basic': {'value': 5.0, 'displayValue': '5.00'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 3.0, 'displayValue': '3.00'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 4.0, 'displayValue': '4.00'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 265.0, 'displayValue': '4m 25s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}","{'statId': 'fireteamId', 'basic': {'value': 6.492945597904527e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 61.0, 'displayValue': '1m 1s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 170.0, 'displayValue': '2m 50s'}}","{'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-05T14:37:43Z,3881495763,3881495763,9379404031,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}","{'statId': 'deaths', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'kills', 'basic': {'value': 4.0, 'displayValue': '4'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 4.0, 'displayValue': '4'}}","{'statId': 'efficiency', 'basic': {'value': 4.0, 'displayValue': '4.00'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 4.0, 'displayValue': '4.00'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 4.0, 'displayValue': '4.00'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 344.0, 'displayValue': '5m 44s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}","{'statId': 'fireteamId', 'basic': {'value': -3.391197621527597e+18, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 126.0, 'displayValue': '2m 6s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 186.0, 'displayValue': '3m 6s'}}","{'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
2021-10-05T14:32:12Z,3881495763,3881495763,9379387407,4,"[7, 4]",False,3,"{'statId': 'assists', 'basic': {'value': 1.0, 'displayValue': '1'}}","{'statId': 'completed', 'basic': {'value': 0.0, 'displayValue': 'No'}}","{'statId': 'deaths', 'basic': {'value': 3.0, 'displayValue': '3'}}","{'statId': 'kills', 'basic': {'value': 3.0, 'displayValue': '3'}}","{'statId': 'opponentsDefeated', 'basic': {'value': 4.0, 'displayValue': '4'}}","{'statId': 'efficiency', 'basic': {'value': 1.3333333333333333, 'displayValue': '1.33'}}","{'statId': 'killsDeathsRatio', 'basic': {'value': 1.0, 'displayValue': '1.00'}}","{'statId': 'killsDeathsAssists', 'basic': {'value': 1.1666666666666667, 'displayValue': '1.17'}}","{'statId': 'score', 'basic': {'value': 0.0, 'displayValue': '0'}}","{'statId': 'activityDurationSeconds', 'basic': {'value': 403.0, 'displayValue': '6m 43s'}}","{'statId': 'team', 'basic': {'value': 0.0, 'displayValue': ''}}","{'statId': 'completionReason', 'basic': {'value': 255.0, 'displayValue': 'Unknown'}}","{'statId': 'fireteamId', 'basic': {'value': 3.2273870828497683e+17, 'displayValue': '-2147483648'}}","{'statId': 'startSeconds', 'basic': {'value': 48.0, 'displayValue': '0m 48s'}}","{'statId': 'timePlayedSeconds', 'basic': {'value': 323.0, 'displayValue': '5m 23s'}}","{'statId': 'playerCount', 'basic': {'value': 7.0, 'displayValue': '7'}}","{'statId': 'teamScore', 'basic': {'value': 0.0, 'displayValue': '0'}}"
