activityTags,actors,business,categoryid,categoryname,cityid,cityname,couponTags,description,id,imgurl,isAtmospheric,iseticket,isgeneralagent,issuperticket,isxuanzuo,name,nameNoHtml,price,price_str,pricehigh,privilegeTags,projectid,promotionTags,showstatus,showtag,showtime,sitestatus,subcategoryid,subcategoryname,subhead,venue,venuecity,venueid,verticalPic,favourable
[],,0,5,曲苑杂坛,852,北京,[],,1_1_627594152053,1980974224,False,0,1,0,1,北京刘老根大舞台,北京刘老根大舞台,380.0,380-980,980.0,[],627594152053,[],售票中,,2021.07.02-07.31,3,32,其他,,刘老根大舞台北京剧场,北京,979,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01XRX14i2GdSGg2f2tN_!!2251059038.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_645169084437,-2138243748,False,0,0,0,0,第十届中国儿童戏剧节 音乐偶剧《没头脑和不高兴》,第十届中国儿童戏剧节 音乐偶剧《没头脑和不高兴》,50.0,50-1040,1040.0,[],645169084437,[],售票中,,2021.08.07-08.08,3,0,,,中国儿童剧场,北京,58,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01DN6XDp2GdSK5pvVcC_!!2251059038.jpg,
[],,0,2,音乐会,852,北京,[],,1_1_642098530053,2126018004,False,0,1,0,1,寄语心灵-大师的启蒙大提琴专场音乐会,寄语心灵-大师的启蒙大提琴专场音乐会,80.0,80-258,258.0,[],642098530053,[],售票中,,2021.08.14 周六 14:30,3,18,其他,,大麦·超剧场,北京,60614,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01qqkQxD2GdSKOWxVTP_!!2251059038.jpg,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_627854331708,1983576021,False,0,1,0,1,嘻哈包袱铺相声剧场-五棵松剧场,嘻哈包袱铺相声剧场-五棵松剧场,100.0,100-374,374.0,[],627854331708,[],售票中,,2021.07.02-07.31,3,32,其他,,嘻哈包袱铺五棵松剧场,北京,92956,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01IpwcqP2GdSGRynHHz_!!2251059038.jpg,
[],,0,2,音乐会,852,北京,[],,1_1_645797838379,-2131956209,False,0,0,0,1,青春的旋律——音乐会,青春的旋律——音乐会,80.0,80-380,380.0,[],645797838379,[],售票中,,2021.07.11 周日 19:30,3,18,其他,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01Y059WK2GdSK4u5KPS_!!2251059038.png,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_638350457806,2088537282,False,0,0,0,1,长安大戏院8月21日 “寻梦·承泽”北京京剧院精选剧目展演 京剧《黄金台》《狮子楼》《打渔杀家》,长安大戏院8月21日 “寻梦·承泽”北京京剧院精选剧目展演 京剧《黄金台》《狮子楼》《打渔杀家》,100.0,100-880,880.0,[],638350457806,[],售票中,,2021.08.21 周六 19:30,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01zpTeds2GdSIs9RQIh_!!2-item_pic.png,
[],,0,3,话剧歌剧,852,北京,[],邀你一起来磕糖,1_1_643046901337,2135501717,False,0,0,0,0,开心麻花-恋爱吧人类发布会直播,开心麻花-恋爱吧人类发布会直播,0.0,0,0.0,[],643046901337,[],售票中,,2021.04.27-2022.04.27,3,19,话剧,邀你一起来磕糖,请到大麦APP和优酷APP观看,北京,2726003,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01nSJol02GdSJivzGG8_!!2251059038.jpg,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_637361491763,2078647621,False,0,0,0,1,【周年庆7折】红壶相声社·精品相声大会-同乐园店,【周年庆7折】红壶相声社·精品相声大会-同乐园店,50.0,50-120,120.0,[],637361491763,[],售票中,,2021.07.07-07.31,3,32,其他,,同乐园剧场,北京,2601007,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01iKnHc92GdSIcyHBfZ_!!2251059038.png,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_639718361076,2102216314,False,0,1,0,1,【脱口秀喜剧专场】周一爆笑之夜-精品大会X北京喜剧中心解压狂欢节,【脱口秀喜剧专场】周一爆笑之夜-精品大会X北京喜剧中心解压狂欢节,9.9,9.9-550,550.0,[],639718361076,[],售票中,,2021.07.05-07.26,3,32,其他,,隆福剧场-小剧场,北京,60002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01YMB4B52GdSKIQ7FNK_!!2251059038.png,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_639658045112,2101613155,False,0,1,0,1,【脱口秀演出】周二开心大会X东四爆笑-精品北京喜剧中心“&笑出腹肌,【脱口秀演出】周二开心大会X东四爆笑-精品北京喜剧中心“&笑出腹肌,9.9,9.9-550,550.0,[],639658045112,[],售票中,,2021.07.06-07.27,3,32,其他,,隆福剧场-小剧场,北京,60002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01SFpBne2GdSKFcI0fs_!!2251059038.png,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_638349221374,2088524917,False,0,0,0,1,长安大戏院12月11日 “寻梦•承泽”北京京剧院精选剧目展演 京剧《群英会•借东风》,长安大戏院12月11日 “寻梦•承泽”北京京剧院精选剧目展演 京剧《群英会•借东风》,100.0,100-880,880.0,[],638349221374,[],售票中,,2021.12.11 周六 19:30,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN016vQJAL2GdSIorLe9y_!!2-item_pic.png,
[],,0,2,音乐会,852,北京,[],,1_1_645134198037,-2138592612,False,0,1,0,1,古典启蒙亲子音乐会《精灵小提琴》,古典启蒙亲子音乐会《精灵小提琴》,80.0,80-969,969.0,[],645134198037,[],售票中,,2021.08.15 周日,3,18,其他,,世纪剧院-小剧场,北京,1316,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01Nfi97B2GdSJz7HLGX_!!2-item_pic.png,
[],,0,2,音乐会,852,北京,[],,1_1_644348184204,-2146452750,False,0,1,0,1,久石让·宫崎骏经典作品视听音乐会《听·见风之谷》,久石让·宫崎骏经典作品视听音乐会《听·见风之谷》,80.0,80-630,630.0,[],644348184204,[],售票中,,2021.07.24 周六,3,18,其他,,鱼与剧场,北京,1005012,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01QEoD8C2GdSK1LXooE_!!2-item_pic.png,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_639999586813,2105028572,False,0,1,0,1,【明星脱口秀之夜】周日开心大会《大笑喷了：单口吐槽battle》北京喜剧中心-麻逗花｜精品解压专场,【明星脱口秀之夜】周日开心大会《大笑喷了：单口吐槽battle》北京喜剧中心-麻逗花｜精品解压专场,9.9,9.9-550,550.0,[],639999586813,[],售票中,,2021.07.04-07.25,3,32,其他,,隆福剧场-小剧场,北京,60002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01EFAyFn2GdSK3atDqc_!!2251059038.png,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_641777540650,2122808110,False,0,1,0,1,丰台爆笑脱口秀《洋桥脱口秀专场》喜番喜剧（原整点遇见喜剧）,丰台爆笑脱口秀《洋桥脱口秀专场》喜番喜剧（原整点遇见喜剧）,69.0,69-324,324.0,[],641777540650,[],售票中,,2021.07.11-07.25,3,32,其他,,华谊兄弟影院(洋桥店),北京,2827012,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN019TNcSm2GdSKRjyl6J_!!2251059038.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_643534101151,2140373715,False,0,0,0,1,原创亲子互动剧《魔法泡泡城》,原创亲子互动剧《魔法泡泡城》,58.0,58-158,158.0,[],643534101151,[],售票中,,2021.08.07 周六 10:30,3,0,,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01tZM10j2GdSJolqa6W_!!2251059038.png,
[],,0,7,展览休闲,852,北京,[],,1_1_642879649087,2133829194,False,0,1,0,0,【同仁堂亲子行】我是小药师！带娃识草配药、制作山楂丸！,【同仁堂亲子行】我是小药师！带娃识草配药、制作山楂丸！,238.0,238,238.0,[],642879649087,[],售票中,,2021.07.10-07.24,3,39,特色体验,,同仁堂药店(崇文门店),北京,3049001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01EsJcU82GdSJiGIrgt_!!2251059038.png,
[],,0,0,儿童亲子,852,北京,[],,1_1_640833881688,2113371520,False,0,1,0,0,天文馆之趣味研学,天文馆之趣味研学,100.0,100-358,358.0,[],640833881688,[],售票中,,2021.07.04-07.31,3,0,,,北京天文馆,北京,57380,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN017qJCg72GdSJQliPmv_!!0-item_pic.jpg,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_640001314048,2105045844,False,0,1,0,1,【周五夜现场】爆笑双拼秀｜开心段子（脱口秀+即兴喜剧）北喜解压演出,【周五夜现场】爆笑双拼秀｜开心段子（脱口秀+即兴喜剧）北喜解压演出,9.9,9.9-550,550.0,[],640001314048,[],售票中,,2021.07.09-07.30,3,32,其他,,隆福剧场-小剧场,北京,60002,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN010c4Iwc2GdSJ9KTv9m_!!2-item_pic.png,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_637992484692,2084957550,False,0,0,0,1,长安大戏院8月20日 “寻梦·承泽”北京京剧院精选剧目展演 京剧《四进士》,长安大戏院8月20日 “寻梦·承泽”北京京剧院精选剧目展演 京剧《四进士》,100.0,100-880,880.0,[],637992484692,[],售票中,,2021.08.20 周五 19:30,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN011c97b42GdSIv5I7Yu_!!2-item_pic.png,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_639260956516,2097642269,False,0,1,0,1,【周六精品脱口秀】超级爆笑盛典X北喜众星云集:喜剧中心｜狂欢周末,【周六精品脱口秀】超级爆笑盛典X北喜众星云集:喜剧中心｜狂欢周末,9.9,9.9-550,550.0,[],639260956516,[],售票中,,2021.07.10-07.31,3,32,其他,,隆福剧场-小剧场,北京,60002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01GfoWLb2GdSJZOuXTn_!!2251059038.png,
[],,0,2,音乐会,852,北京,[],,1_1_641701020087,2122042904,False,0,1,0,1,加州旅馆的邂逅-指弹吉他（Guitar live）风格之旅音乐会,加州旅馆的邂逅-指弹吉他（Guitar live）风格之旅音乐会,80.0,80-228,228.0,[],641701020087,[],售票中,,2021.08.15 周日 19:30,3,18,其他,,大麦·超剧场,北京,60614,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01KWHgQz2GdSJYUUqwx_!!2251059038.jpg,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_637991008161,2084942785,False,0,0,0,1,长安大戏院12月12日  “寻梦•承泽”北京京剧院精选剧目展演 京剧《红鬃烈马》,长安大戏院12月12日 “寻梦•承泽”北京京剧院精选剧目展演 京剧《红鬃烈马》,100.0,100-880,880.0,[],637991008161,[],售票中,,2021.12.12 周日 19:30,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01Tzubcx2GdSIn3fCTw_!!2-item_pic.png,
[],,0,2,音乐会,852,北京,[],,1_1_644519199454,-2144742598,False,0,1,0,1,古典启蒙亲子音乐会《莫扎特印象》,古典启蒙亲子音乐会《莫扎特印象》,80.0,80-912,912.0,[],644519199454,[],售票中,,2021.12.11 周六,3,18,其他,,保利国际影城(天安门店)8号厅,北京,2909001,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01EvbtvB2GdSJurmpZs_!!2-item_pic.png,
[],,0,0,儿童亲子,852,北京,[],,1_1_647451742851,-2115417164,False,0,1,0,1,黑白键上的青春--李民教授2021师生音乐会,黑白键上的青春--李民教授2021师生音乐会,160.0,160-528,528.0,[],647451742851,[],售票中,,2021.07.16 周五 19:30,3,0,,,卡文迪音乐厅,北京,1477020,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01YQ2ab42GdSKLIk3m8_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_643261361818,2137646322,False,0,1,0,0,IOMA爱马思艺术中心 会员卡,IOMA爱马思艺术中心 会员卡,328.0,328-698,698.0,[],643261361818,[],售票中,,2021.04.28-2022.04.30,3,38,展会,,IOMA爱马思艺术中心,北京,1539026,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01RGhURm2GdSJbScIFU_!!2251059038.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_644695637155,-2142978221,False,0,1,0,1,古典启蒙亲子音乐会《传奇肖邦》,古典启蒙亲子音乐会《传奇肖邦》,80.0,80-630,630.0,[],644695637155,[],售票中,,2021.07.25 周日,3,0,,,鱼与剧场,北京,1005012,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01UlEk6j2GdSJzUxJRi_!!2251059038.png,
[],,0,3,话剧歌剧,852,北京,[],,1_1_644782857611,-2142106016,False,0,1,0,1,第六届中国原创话剧邀请展 原创木偶肢体剧《小兵张嘎·幻想曲》,第六届中国原创话剧邀请展 原创木偶肢体剧《小兵张嘎·幻想曲》,100.0,100-280,280.0,[],644782857611,[],售票中,,2021.08.05-08.08,3,19,话剧,,国家话剧院-小剧场,北京,53361,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01ijHnyO2GdSK5a5din_!!2251059038.jpg,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_637626321391,2081295917,False,0,1,0,1,【国粹新体验】创新京剧《亮相》,【国粹新体验】创新京剧《亮相》,280.0,280-980,980.0,[],637626321391,[],售票中,,2021.07.03-07.31,3,31,戏曲,,天乐园大戏楼,北京,55146,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01j1t9Yb2GdSIg1B8TP_!!2251059038.jpg,
[],,0,2,音乐会,852,北京,[],,1_1_645134198728,-2138592605,False,0,0,0,1,《气球狂想曲》欢乐互动家庭喜剧秀,《气球狂想曲》欢乐互动家庭喜剧秀,58.0,58-158,158.0,[],645134198728,[],售票中,,2021.07.25 周日 19:30,3,18,其他,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01dE3eLe2GdSKW09AzA_!!2251059038.png,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_634041922326,2045451927,False,0,0,0,1,北京曲艺团鼓曲专场演出,北京曲艺团鼓曲专场演出,80.0,80-200,200.0,[],634041922326,[],售票中,,2021.07.04-07.25,3,31,戏曲,,北京老舍茶馆,北京,1089,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01qDktC02GdSHmj9HsF_!!2251059038.png,
[],,0,7,展览休闲,852,北京,[],,1_1_642496078050,2129993484,False,0,1,0,0,带娃研学学知识-【故宫西线篇】之寻找故宫里的小怪兽,带娃研学学知识-【故宫西线篇】之寻找故宫里的小怪兽,58.0,58-258,258.0,[],642496078050,[],售票中,,2021.07.03-07.31,3,39,特色体验,,故宫博物院,北京,1489016,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01evXEm52GdSJdCZQmB_!!2251059038.jpg,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_633775077247,2042783476,False,0,1,0,1,爆笑脱口秀《周日秀》喜番喜剧（原整点遇见喜剧）,爆笑脱口秀《周日秀》喜番喜剧（原整点遇见喜剧）,80.0,80-320,320.0,[],633775077247,[],售票中,,2021.07.11-07.25,3,32,其他,,枫蓝熙剧场,北京,1235,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01gSXPT82GdSKD1dF8Z_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_645533557262,-2134599020,False,0,1,0,0,刘聪：复身,刘聪：复身,20.0,20-30,30.0,[],645533557262,[],售票中,,2021.05.26-07.03,3,38,展会,,拾萬空间,北京,2798026,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01xrV98A2GdSK2m2wxj_!!0-item_pic.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_644819003148,-2141744561,False,0,1,0,0,【亲子】宇宙探索科普—UFO、外星人、黑洞、太阳全揭秘！,【亲子】宇宙探索科普—UFO、外星人、黑洞、太阳全揭秘！,258.0,258,258.0,[],644819003148,[],售票中,,2021.07.31 周六,3,39,特色体验,,嘉诚九棵树文化产业园,北京,3081002,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN012QcdXY2GdSK030OCT_!!2-item_pic.png,
[],,0,0,儿童亲子,852,北京,[],,1_1_644691861477,-2143015978,False,0,1,0,1,古典启蒙亲子音乐会《魔力钢琴》,古典启蒙亲子音乐会《魔力钢琴》,80.0,80-630,630.0,[],644691861477,[],售票中,,2021.07.17-07.18,3,0,,,鱼与剧场,北京,1005012,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01TTtWCv2GdSJzScqKx_!!2251059038.png,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_643565061433,2140683318,False,0,0,0,0,2021年7月25日 下午场 国家京剧院一团优秀青年演员演出#京剧《铡判官》,2021年7月25日 下午场 国家京剧院一团优秀青年演员演出#京剧《铡判官》,50.0,50-500,500.0,[],643565061433,[],售票中,,2021.07.25 周日 14:00,3,31,戏曲,,梅兰芳大剧院,北京,1546022,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN0118z7Vs2GdSJo4QD3l_!!0-item_pic.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_646927561096,-2120658982,False,0,1,0,1,《邻家的龙猫》久石让.宫崎骏经典动漫作品视听音乐会,《邻家的龙猫》久石让.宫崎骏经典动漫作品视听音乐会,80.0,80-1140,1140.0,[],646927561096,[],售票中,,2021.07.31 周六 19:00,3,0,,,中国木偶剧院-卡酷剧场,北京,819,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01YRd2HZ2GdSKPDUsfo_!!0-item_pic.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_649365122804,-2096283364,False,0,0,0,1,亲子音乐剧《小蝴蝶的妈妈在哪里？》,亲子音乐剧《小蝴蝶的妈妈在哪里？》,100.0,100-200,200.0,[],649365122804,[],售票中,,2021.07.25 周日,3,0,,,未来剧院,北京,1641013,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01nENLgk2GdSKSyf8ds_!!2-item_pic.png,
[],,0,0,儿童亲子,852,北京,[],,1_1_644685587631,-2143078716,False,0,1,0,1,北京童艺荣誉出品—大型童话剧《阿拉丁神灯》,北京童艺荣誉出品—大型童话剧《阿拉丁神灯》,50.0,50-360,360.0,[],644685587631,[],售票中,,2021.07.03 周六 10:30,3,0,,,红剧场,北京,126,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01GILwOD2GdSJvaXxXS_!!2251059038.jpg,
[],艺人：极光乐队,0,1,演唱会,852,北京,[],艺人：极光乐队,1_1_634316862017,2048201324,False,0,0,0,0,极光乐队 纪念黄家驹逝世27载巡回演唱会第37站 北京站,极光乐队 纪念黄家驹逝世27载巡回演唱会第37站 北京站,198.0,198-333,333.0,[],634316862017,[],售票中,,2021.07.22 周四 19:30,15,48,livehouse,,MAO Livehouse北京,北京,92428,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01KCHHkW2GdSJ7ufFPn_!!2251059038.png,
[],,0,0,儿童亲子,852,北京,[],,1_1_647564611268,-2114288480,False,0,1,0,1,巴西沉浸式儿童剧《丛林奇境大救援》,巴西沉浸式儿童剧《丛林奇境大救援》,144.0,144-280,280.0,[],647564611268,[],售票中,,2021.07.25-08.01,3,0,,,繁星戏剧村壹剧场,北京,1144,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN014ZubAg2GdSKIR7baM_!!0-item_pic.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_645386523264,-2136069360,False,0,1,0,1,《胡桃夹子》亲子视听音乐会,《胡桃夹子》亲子视听音乐会,80.0,80-630,630.0,[],645386523264,[],售票中,,2021.07.18 周日,3,0,,,鱼与剧场,北京,1005012,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01DiOYHv2GdSJvhr4rU_!!2251059038.png,
[],,0,0,儿童亲子,852,北京,[],,1_1_632316605657,2028198760,False,0,0,0,1,大船文化·加拿大原版音乐启蒙·全场互动亲子剧《你是演奏家2·超级金贝鼓》,大船文化·加拿大原版音乐启蒙·全场互动亲子剧《你是演奏家2·超级金贝鼓》,180.0,180-380,380.0,[],632316605657,[],售票中,,2021.08.13-08.15,3,0,,,未来剧院,北京,1641013,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01jowsFA2GdSK0CgrpI_!!2251059038.png,
[],,0,3,话剧歌剧,852,北京,[],阿云嘎&安悦溪主演惊喜来袭,1_1_631313677838,2018169482,False,0,1,0,0,音乐剧《在远方》首轮演出发布会,音乐剧《在远方》首轮演出发布会,0.0,0,0.0,[],631313677838,[],售票中,,2020.11.13-2021.12.31,3,22,音乐剧,阿云嘎&安悦溪主演惊喜来袭,请到大麦APP和优酷APP观看,北京,2726003,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01It1u9e2GdSHA2MWTJ_!!2251059038.jpg,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_625039991321,1955432617,False,0,0,0,1,北京市惠民演出-老舍茶馆相声专场,北京市惠民演出-老舍茶馆相声专场,80.0,80-220,220.0,[],625039991321,[],售票中,,2021.07.03-07.31,3,32,其他,,北京老舍茶馆,北京,1089,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01QJmKiH2GdSK4oOGXF_!!2251059038.png,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_639653297976,2101565683,False,0,1,0,1,【周三脱口秀大会】北京喜剧中心&精品「爆笑现场」开心吐槽专场！,【周三脱口秀大会】北京喜剧中心&精品「爆笑现场」开心吐槽专场！,9.9,9.9-550,550.0,[],639653297976,[],售票中,,2021.07.07-07.28,3,32,其他,,隆福剧场-小剧场,北京,60002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01GXQ9pt2GdSKOEe3vn_!!2251059038.png,
[],,0,3,话剧歌剧,852,北京,[],,1_1_634662855025,2051661254,False,0,1,0,1,大麦·超剧场出品——杨婷导演戏剧作品《误会》,大麦·超剧场出品——杨婷导演戏剧作品《误会》,100.0,100-380,380.0,[],634662855025,[],售票中,,2021.07.17-07.18,3,19,话剧,,大麦·超剧场,北京,60614,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01xfuRXC2GdSKVChvzd_!!2251059038.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_644223191984,2147264623,False,0,0,0,1,大安与蝴蝶——原创国乐情境亲子音乐会,大安与蝴蝶——原创国乐情境亲子音乐会,58.0,58-158,158.0,[],644223191984,[],售票中,,2021.07.18 周日 19:30,3,0,,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01ege4IE2GdSJooDTEO_!!2251059038.png,
[],,0,0,儿童亲子,852,北京,[],,1_1_648330665682,-2106627936,False,0,0,0,1,“天鹅湖”原创动画亲子音乐故事会,“天鹅湖”原创动画亲子音乐故事会,80.0,80-280,280.0,[],648330665682,[],售票中,,2021.11.13 周六 10:30,3,0,,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01AIGK5b2GdSKSVtmWq_!!2251059038.png,
[],,0,0,儿童亲子,852,北京,[],,1_1_642743867744,2132471381,False,0,0,0,1,一起“弹”诗词———穿越时空的诗词之律,一起“弹”诗词———穿越时空的诗词之律,58.0,58-158,158.0,[],642743867744,[],售票中,,2021.08.06 周五 19:30,3,0,,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01jGgkVa2GdSKRPCk6b_!!2251059038.png,
[],,0,7,展览休闲,852,北京,[],,1_1_648541168201,-2104522910,False,0,1,0,0,今朝更好看——20世纪中国画坛风云录,今朝更好看——20世纪中国画坛风云录,160.0,160,160.0,[],648541168201,[],售票中,,2021.07.19-08.03,3,38,展会,,北大资源天竺艺术中心,北京,3236021,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01IXs8z82GdSKb5b51I_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_640298551451,2108018218,False,0,1,0,0,【亲子爆款】奥森定向越野亲子活动，见证成长！,【亲子爆款】奥森定向越野亲子活动，见证成长！,198.0,198,198.0,[],640298551451,[],售票中,,2021.07.03-07.24,3,39,特色体验,,奥林匹克森林公园南园南门,北京,60601,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01E8GVUE2GdSJ3KewvZ_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_642494354468,2129976248,False,0,1,0,0,【亲子】探秘疯狂动物世界-爬行动物专场,【亲子】探秘疯狂动物世界-爬行动物专场,338.0,338,338.0,[],642494354468,[],售票中,,2021.07.10-07.17,3,39,特色体验,,中科学趣教室,北京,823021,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01P0yOWh2GdSJfjFvLE_!!2251059038.png,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_648578798221,-2104146610,False,0,0,0,1,北京曲剧《王致和》,北京曲剧《王致和》,80.0,80-380,380.0,[],648578798221,[],售票中,,2021.07.07 周三 19:30,3,31,戏曲,,天桥艺术中心-中剧场,北京,59981,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01kAUjS82GdSKNgUrKU_!!0-item_pic.jpg,
[],,0,2,音乐会,852,北京,[],,1_1_646935689589,-2120577697,False,0,1,0,1,大师艺术启蒙-大提琴钢琴专场亲子音乐会（七夕节）,大师艺术启蒙-大提琴钢琴专场亲子音乐会（七夕节）,80.0,80-1140,1140.0,[],646935689589,[],售票中,,2021.08.14 周六 19:00,3,18,其他,,中国木偶剧院-卡酷剧场,北京,819,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN0107zART2GdSKNkUdDF_!!0-item_pic.jpg,
[],,0,2,音乐会,852,北京,[],,1_1_638569820250,2090730906,False,0,1,0,1,《我爱你北京》专场音乐会,《我爱你北京》专场音乐会,60.0,60-260,260.0,[],638569820250,[],售票中,,2021.07.05-08.11,3,18,其他,,A33剧场,北京,57325,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN016FUxIx2GdSJ1APLdZ_!!2251059038.jpg,
