activityTags,actors,business,categoryid,categoryname,cityid,cityname,couponTags,description,id,imgurl,isAtmospheric,iseticket,isgeneralagent,issuperticket,isxuanzuo,name,nameNoHtml,price,price_str,pricehigh,privilegeTags,projectid,promotionTags,showstatus,showtag,showtime,sitestatus,subcategoryid,subcategoryname,subhead,venue,venuecity,venueid,verticalPic,favourable
[],,0,3,话剧歌剧,852,北京,[],,1_1_647855845165,-2111376141,False,0,0,0,1,开心麻花经典爆笑舞台剧《乌龙山伯爵》,开心麻花经典爆笑舞台剧《乌龙山伯爵》,80.0,80-1080,1080.0,[],647855845165,[],售票中,,2021.07.21-07.25,3,19,话剧,,地质礼堂剧场,北京,917,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN0176l51n2GdSKLUA6X1_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_648050057380,-2109434019,False,0,1,0,0,【真迹展】遇见古埃及 黄金木乃伊,【真迹展】遇见古埃及 黄金木乃伊,118.0,118-199,199.0,[],648050057380,[],售票中,,2021.08.15-11.15,3,38,展会,,中华世纪坛,北京,1565001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01O7oz882GdSKSHpSx4_!!2251059038.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_647219126408,-2117743328,False,0,0,0,1,开心麻花2019年底大戏《瞎画艺术家》,开心麻花2019年底大戏《瞎画艺术家》,80.0,80-1080,1080.0,[],647219126408,[],售票中,,2021.07.23-08.01,3,19,话剧,,海淀剧院,北京,74,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01FeEPAu2GdSKDzUjUq_!!0-item_pic.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_646749528942,-2122439303,False,0,0,0,1,话剧《人间正道是沧桑》,话剧《人间正道是沧桑》,280.0,280-1280,1280.0,[],646749528942,[],售票中,,2021.07.28-08.01,3,19,话剧,,保利剧院,北京,39,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN019keuPe2GdSKfAih9I_!!2251059038.png,
[],,0,3,话剧歌剧,852,北京,[],,1_1_649077430258,-2099160290,False,0,0,0,1,孟京辉戏剧作品《伤心咖啡馆之歌》,孟京辉戏剧作品《伤心咖啡馆之歌》,80.0,80-680,680.0,[],649077430258,[],售票中,,2021.08.26-08.29,3,19,话剧,,保利剧院,北京,39,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN011fDYfb2GdSKZbLZLq_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_647979931008,-2110135282,False,0,1,0,0,“成为安迪·沃霍尔”UCCA年度重磅大展,“成为安迪·沃霍尔”UCCA年度重磅大展,140.0,140-190,190.0,[],647979931008,[],售票中,,2021.07.03-10.10,3,38,展会,,UCCA尤伦斯当代艺术中心,北京,1496,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01rdy7rf2GdSKfjA5y6_!!0-item_pic.jpg,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_647701941502,-2112915177,False,0,0,0,1,周末脱口秀精品吐槽大会-爆笑开心喜剧X即兴段子解压专场,周末脱口秀精品吐槽大会-爆笑开心喜剧X即兴段子解压专场,6.6,6.6-280,280.0,[],647701941502,[],售票中,,2021.07.09-07.31,3,32,其他,,枫蓝熙剧场,北京,1235,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN012jfQWF2GdSKTmBm0Z_!!2251059038.png,
[],,0,1,演唱会,852,北京,[],,1_1_648087198388,-2109062609,False,0,1,0,0,2021 WAGF 音乐节 Gin《Passage》 吉他音乐会,2021 WAGF 音乐节 Gin《Passage》 吉他音乐会,220.0,220-280,280.0,[],648087198388,[],售票中,,2021.08.21 周六 20:00,3,12,音乐节,,东方梅地亚中心M剧场,北京,57497,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01Ssxoub2GdSKPKpwqI_!!2251059038.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_644562472429,-2144309868,False,0,0,0,1,音乐剧《摇滚浮士德》,音乐剧《摇滚浮士德》,180.0,180-880,880.0,[],644562472429,[],售票中,,2021.07.23-07.25,3,22,音乐剧,,天桥艺术中心-大剧场,北京,59432,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01pY0t1C2GdSK4icGNq_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_644285069487,-2147083898,False,0,1,0,0,宫崎骏与吉卜力的世界--动画艺术展,宫崎骏与吉卜力的世界--动画艺术展,78.0,78-168,168.0,[],644285069487,[],售票中,,2021.06.12-10.10,3,38,展会,,今日美术馆1号馆,北京,91877,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01ayEpKZ2GdSJwPWcmr_!!2251059038.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_648571346813,-2104221124,False,0,1,0,1,百老汇爱情音乐轻喜剧《第一次约会》中文版,百老汇爱情音乐轻喜剧《第一次约会》中文版,180.0,180-680,680.0,[],648571346813,[],售票中,,2021.07.30-08.01,3,22,音乐剧,,世纪剧院,北京,107,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01IdFbbM2GdSKRkIA8v_!!2-item_pic.png,
[],,0,7,展览休闲,852,北京,[],,1_1_645741456187,-2132520031,False,0,1,0,0,「浮世之光」浮世绘 日本妖怪大展,「浮世之光」浮世绘 日本妖怪大展,68.0,68-188,188.0,[],645741456187,[],售票中,,2021.06.26-08.31,3,38,展会,,798艺术区艺术工厂,北京,92671,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01dFE2FY2GdSKBFKiRS_!!2251059038.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_648562591659,-2104308676,False,0,0,0,1,开心麻花解压音乐喜剧《隐婚男女》,开心麻花解压音乐喜剧《隐婚男女》,80.0,80-1080,1080.0,[],648562591659,[],售票中,,2021.07.28-08.08,3,19,话剧,,地质礼堂剧场,北京,917,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01geKdND2GdSKQpRcUH_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_645849413971,-2131440453,False,0,0,0,0,威尼斯电影节金狮奖沉浸式VR体验《苍穹》（Spheres）舒淇 龚琳娜 李静配音中文版首映,威尼斯电影节金狮奖沉浸式VR体验《苍穹》（Spheres）舒淇 龚琳娜 李静配音中文版首映,48.0,48-148,148.0,[],645849413971,[],售票中,,2021.07.02-07.11,3,39,特色体验,,三里屯·爱乐汇艺术空间,北京,2598006,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01lRKnH32GdSK5KFocx_!!2251059038.png,
[],,0,3,话剧歌剧,852,北京,[],,1_1_647035909479,-2119575498,False,0,0,0,1,2021棱镜MINI戏剧节特邀剧目-话剧《最后晚餐》 北京二轮,2021棱镜MINI戏剧节特邀剧目-话剧《最后晚餐》 北京二轮,80.0,80-380,380.0,[],647035909479,[],售票中,,2021.07.06-07.11,3,19,话剧,,鱼与剧场,北京,1005012,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01ivlccl2GdSK6paY3Z_!!2251059038.png,
[],,0,3,话剧歌剧,852,北京,[],,1_1_646007660846,-2129857984,False,0,1,0,1,繁星戏剧 经典爱情喜剧《奋不顾身的爱情》第48轮,繁星戏剧 经典爱情喜剧《奋不顾身的爱情》第48轮,100.0,100-320,320.0,[],646007660846,[],售票中,,2021.07.02-07.31,3,19,话剧,,繁星戏剧村壹剧场,北京,1144,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01pO5BEP2GdSKJQq5mF_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_648430968492,-2105624908,False,0,1,0,0,「早鸟更贵」2021戛纳XR互动沉浸影像展,「早鸟更贵」2021戛纳XR互动沉浸影像展,148.0,148-588,588.0,[],648430968492,[],售票中,,2021.07.13-08.13,3,38,展会,,北京市隆福大厦9层,北京,2754011,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01QxubxK2GdSKeCHrPZ_!!2251059038.png,
[],,0,3,话剧歌剧,852,北京,[],,1_1_644655420824,-2143380384,False,0,0,0,1,原创音乐剧《赵氏孤儿》,原创音乐剧《赵氏孤儿》,280.0,280-1280,1280.0,[],644655420824,[],售票中,,2021.11.06-11.07,3,22,音乐剧,,天桥艺术中心-大剧场,北京,59432,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01CmbdN72GdSK5eGAEp_!!2251059038.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_648931177795,-2100622815,False,0,0,0,1,开心麻花经典爆笑舞台剧《乌龙山伯爵》,开心麻花经典爆笑舞台剧《乌龙山伯爵》,80.0,80-1080,1080.0,[],648931177795,[],售票中,,2021.08.13-08.15,3,19,话剧,,北京展览馆剧场,北京,26,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01joE3T42GdSKWFtKjs_!!2251059038.jpg,
[],,0,1,演唱会,852,北京,[],,1_1_647641132247,-2113523270,False,0,1,0,0,2021七夕情人节“一生中最爱”演唱会-爱，无所不在；爱，无所不能！,2021七夕情人节“一生中最爱”演唱会-爱，无所不在；爱，无所不能！,180.0,180-580,580.0,[],647641132247,[],售票中,,2021.08.14 周六 19:30,3,48,livehouse,,糖果TANGO-雍和宫店三层,北京,27,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01r62eJQ2GdSKSPnEqA_!!0-item_pic.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_645641616667,-2133518426,False,0,1,0,0,【真迹展·特惠早鸟票】从库尔贝、柯罗到印象派——来自法国诺曼底的光影世界,【真迹展·特惠早鸟票】从库尔贝、柯罗到印象派——来自法国诺曼底的光影世界,59.0,59-258,258.0,[],645641616667,[],售票中,,2021.07.16-10.15,3,38,展会,,中华世纪坛,北京,1565001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01MCqnRP2GdSKQItoOy_!!2251059038.jpg,
[],,0,1,演唱会,852,北京,[],,1_1_648421515057,-2105719442,False,0,1,0,0,MOJOHAND 2021新专辑巡演 北京站,MOJOHAND 2021新专辑巡演 北京站,120.0,120-150,150.0,[],648421515057,[],售票中,,2021.07.17 周六 20:30,3,48,livehouse,,疆进酒·OMNI SPACE,北京,81595,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01TUkLlX2GdSKPB12cy_!!0-item_pic.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_645060705004,-2139327542,False,0,0,0,1,开心麻花2020年底大戏《动物视界》,开心麻花2020年底大戏《动物视界》,80.0,80-1080,1080.0,[],645060705004,[],售票中,,2021.07.02-07.04,3,19,话剧,,世纪剧院,北京,107,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01pB6UGA2GdSK1TEvAM_!!0-item_pic.jpg,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_645338525734,-2136549335,False,0,1,0,1,西城爆笑脱口秀-《加蜜下午茶》开心麻花A33剧场【加蜜喜剧】 精品秀,西城爆笑脱口秀-《加蜜下午茶》开心麻花A33剧场【加蜜喜剧】 精品秀,9.8,9.8-260,260.0,[],645338525734,[],售票中,,2021.07.03-08.29,3,32,其他,,A33剧场,北京,57325,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01i1TmzD2GdSKSg7UFn_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_646418992743,-2125744665,False,0,1,0,0,FAS潮流艺术X草莓音乐节 音画跨界文化节,FAS潮流艺术X草莓音乐节 音画跨界文化节,39.0,39-148,148.0,[],646418992743,[],售票中,,2021.06.19-07.30,3,38,展会,,文沁阁艺术空间,北京,3171006,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01y10sSs2GdSKKnPJon_!!2251059038.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_646460951709,-2125325075,False,0,0,0,1,话剧《解忧杂货店》,话剧《解忧杂货店》,100.0,100-680,680.0,[],646460951709,[],售票中,,2021.08.20-08.21,3,19,话剧,,保利剧院,北京,39,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN018ncUGa2GdSKAxlop8_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_649164086338,-2098293729,False,0,1,0,0,关于绘本的十五位艺术家-绘本体验展,关于绘本的十五位艺术家-绘本体验展,20.0,20-48,48.0,[],649164086338,[],售票中,,2021.07.10-10.10,3,38,展会,,M+SPACE,北京,3171014,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01QVloFF2GdSKTBjK6S_!!0-item_pic.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_646244413412,-2127490458,False,0,0,0,1,开心麻花爆笑舞台剧《婿事待发》,开心麻花爆笑舞台剧《婿事待发》,50.0,50-300,300.0,[],646244413412,[],售票中,,2021.07.02-07.11,3,19,话剧,,北京9剧场-切CHE·行动剧场,北京,332,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01xtyZBM2GdSKIZen7v_!!0-item_pic.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_646781806351,-2122116529,False,0,1,0,0,「华北首展」国家地理经典影像大展,「华北首展」国家地理经典影像大展,60.0,60-228,228.0,[],646781806351,[],售票中,,2021.07.17-10.24,3,38,展会,,北京银泰中心in01 2F展厅,北京,3175003,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01ZJann42GdSKHRpGHN_!!2251059038.jpg,
[],,0,0,儿童亲子,852,北京,[],,1_1_647169890976,-2118235683,False,0,1,0,1,北演公司出品·家庭音乐剧 《故宫里的大怪兽之吻兽使命》,北演公司出品·家庭音乐剧 《故宫里的大怪兽之吻兽使命》,180.0,180-1799,1799.0,[],647169890976,[],售票中,,2021.08.21-08.22,3,0,,,北京展览馆剧场,北京,26,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01Fo0r8j2GdSKOuUL6s_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_645281156035,-2137123032,False,0,1,0,0,【巨匠真迹】萨尔瓦多·达利—梦中的无尽谜团,【巨匠真迹】萨尔瓦多·达利—梦中的无尽谜团,89.0,89-258,258.0,[],645281156035,[],售票中,,2021.07.10-10.10,3,38,展会,,摩卡艺术中心,北京,3171002,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01HFANMj2GdSK8CJHa7_!!2251059038.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_647312570331,-2116808889,False,0,1,0,1,晓年青剧团·电音荒诞喜剧《欲望街角》,晓年青剧团·电音荒诞喜剧《欲望街角》,100.0,100-480,480.0,[],647312570331,[],售票中,,2021.07.08-07.11,3,19,话剧,,大麦·超剧场,北京,60614,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01lh3uio2GdSKLeRubp_!!2251059038.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_649635451324,-2093580079,False,0,1,0,1,话剧《第四种颜色》,话剧《第四种颜色》,72.0,72-180,180.0,[],649635451324,[],售票中,,2021.07.10-07.11,3,19,话剧,,郎园Vintage·虞社,北京,1622006,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01qvYYJZ2GdSKYituGs_!!0-item_pic.jpg,
[],,0,1,演唱会,852,北京,[],,1_1_647486144852,-2115073144,False,0,0,0,0,【全场酒水无限畅饮】复古蒸汽波说唱派对——少女抛尸案,【全场酒水无限畅饮】复古蒸汽波说唱派对——少女抛尸案,120.0,120-200,200.0,[],647486144852,[],售票中,,2021.07.24 周六 20:00,3,48,livehouse,,MAO Livehouse北京,北京,92428,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01v8ZijT2GdSKRMdE7x_!!2-item_pic.png,
[],,0,0,儿童亲子,852,北京,[],,1_1_649643535123,-2093499241,False,0,1,0,1,原版绘本小兔汤姆舞台剧《嗨！我是汤姆》,原版绘本小兔汤姆舞台剧《嗨！我是汤姆》,100.0,100-1080,1080.0,[],649643535123,[],售票中,,2021.09.03-09.04,3,0,,,天桥剧场,北京,64,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01qEW2yX2GdSKbscG7l_!!2251059038.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_644632026950,-2143614323,False,0,1,0,0,X美术馆 x 姜思达：爱我 F**k me,X美术馆 x 姜思达：爱我 F**k me,64.0,64-128,128.0,[],644632026950,[],售票中,,2021.06.12-08.15,3,38,展会,,X 美术馆,北京,2715007,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01GZKI6q2GdSKQUr1dV_!!2251059038.jpg,
[],,0,1,演唱会,852,北京,[],,1_1_647338416806,-2116550424,False,0,1,0,0,2021 WAGF 音乐节 刘嘉卓&杨楚骁《未来之星》吉他音乐会,2021 WAGF 音乐节 刘嘉卓&杨楚骁《未来之星》吉他音乐会,220.0,220-280,280.0,[],647338416806,[],售票中,,2021.08.22 周日 20:00,3,12,音乐节,,东方梅地亚中心M剧场,北京,57497,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01DI8zqL2GdSKGEp2VS_!!0-item_pic.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_647596048393,-2113974109,False,0,0,0,1,1+1计划·张彤导演作品《人鼠之间》,1+1计划·张彤导演作品《人鼠之间》,100.0,100-380,380.0,[],647596048393,[],售票中,,2021.08.13-08.19,3,19,话剧,,鼓楼西剧场,北京,56871,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01fTDcwU2GdSKOXubZh_!!2251059038.png,
[],,0,3,话剧歌剧,852,北京,[],,1_1_645169195076,-2138242642,False,0,0,0,1,开心麻花首部主题体验式喜剧：偷心晚宴,开心麻花首部主题体验式喜剧：偷心晚宴,180.0,180-480,480.0,[],645169195076,[],售票中,,2021.07.02-08.01,3,19,话剧,,阿斯牛牛(三里屯店),北京,2869002,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01YfMkyv2GdSJs946h3_!!0-item_pic.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_647560955767,-2114325035,False,0,1,0,1,大戏东望·2021南锣鼓巷戏剧展演季 东城原创音乐剧《速记员》,大戏东望·2021南锣鼓巷戏剧展演季 东城原创音乐剧《速记员》,100.0,100-580,580.0,[],647560955767,[],售票中,,2021.07.02-07.03,3,19,话剧,,北京喜剧院,北京,54024,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01wuALSz2GdSKG3F72J_!!2251059038.jpg,
[],,0,1,演唱会,852,北京,[],,1_1_648049750688,-2109437086,False,0,1,0,0,2021 WAGF音乐节 陈亮&宋依凡《鲸鸣之夏》 吉他音乐会,2021 WAGF音乐节 陈亮&宋依凡《鲸鸣之夏》 吉他音乐会,220.0,220-280,280.0,[],648049750688,[],售票中,,2021.08.19 周四 20:00,3,12,音乐节,,东方梅地亚中心M剧场,北京,57497,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01EFIpO62GdSKOjvjRM_!!0-item_pic.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_645018866857,-2139745924,False,0,1,0,0,BEIJING DREAMFAIR 2021 北京国际原创艺术与设计师收藏玩具展!,BEIJING DREAMFAIR 2021 北京国际原创艺术与设计师收藏玩具展!,120.0,120-218,218.0,[],645018866857,[],售票中,,2021.07.09-07.11,3,38,展会,,全国农业展览馆11号馆,北京,2480005,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01Z9DCgG2GdSK2xbNn3_!!2251059038.jpg,
[],,0,2,音乐会,852,北京,[],,1_1_647745425857,-2112480334,False,0,0,0,1,2021漫步经典：乐揽国潮 “乐瞰紫禁城”李飚、赵聪与北京交响乐团音乐会,2021漫步经典：乐揽国潮 “乐瞰紫禁城”李飚、赵聪与北京交响乐团音乐会,50.0,50-480,480.0,[],647745425857,[],售票中,,2021.07.18 周日 19:30,3,18,其他,,国家大剧院-音乐厅,北京,528,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN019Cnx9E2GdSKN03w7H_!!0-item_pic.jpg,
[],,0,7,展览休闲,852,北京,[],,1_1_646123354636,-2128701046,False,0,1,0,0,过去的未来主义—中国当代艺术中的过去与未来,过去的未来主义—中国当代艺术中的过去与未来,48.0,48-120,120.0,[],646123354636,[],售票中,,2021.06.15-08.31,3,39,特色体验,,北京展览馆2号馆2层,北京,3226005,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01LFLxMq2GdSKQ7Z4Xt_!!0-item_pic.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_647053679397,-2119397799,False,0,0,0,1,小柯音乐剧《因为爱情2》,小柯音乐剧《因为爱情2》,100.0,100-699,699.0,[],647053679397,[],售票中,,2021.07.02-07.18,3,22,音乐剧,,小柯剧场,北京,54043,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01lLsvar2GdSKI63GCv_!!2-item_pic.png,
[],,0,3,话剧歌剧,852,北京,[],,1_1_643404299163,2139075695,False,0,1,0,1,浦发卓信倾情呈献舞剧《永不消逝的电波》,浦发卓信倾情呈献舞剧《永不消逝的电波》,280.0,280-980,980.0,[],643404299163,[],售票中,,2021.08.20-08.29,3,22,音乐剧,,天桥剧场,北京,64,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01Sloqo32GdSKQq1TFi_!!2251059038.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_643796738870,2143000092,False,0,1,0,1,孟京辉经典戏剧作品《恋爱的犀牛》,孟京辉经典戏剧作品《恋爱的犀牛》,280.0,280-380,380.0,[],643796738870,[],售票中,,2021.07.28-09.05,3,19,话剧,,蜂巢剧场,北京,663,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN017J8rxk2GdSJhl3PIw_!!2251059038.jpg,
[],,0,3,话剧歌剧,852,北京,[],,1_1_645308221530,-2136852377,False,0,0,0,1,大船文化·悬疑推理音乐剧《水曜日》中文版,大船文化·悬疑推理音乐剧《水曜日》中文版,180.0,180-580,580.0,[],645308221530,[],售票中,,2021.10.22-10.24,3,22,音乐剧,,二七剧场,北京,1006010,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01s0qLcp2GdSK1CLtuc_!!2251059038.png,
[],,0,3,话剧歌剧,852,北京,[],,1_1_646649772679,-2123436866,False,0,0,0,1,开心麻花酒吧主题体验式喜剧《芳心之醉》,开心麻花酒吧主题体验式喜剧《芳心之醉》,100.0,100-380,380.0,[],646649772679,[],售票中,,2021.07.02-08.01,3,19,话剧,,开心麻花磁剧场,北京,93001,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01YJYwLR2GdSKLZussS_!!0-item_pic.jpg,
[],,0,4,舞蹈芭蕾,852,北京,[],,1_1_648376522544,-2106169367,False,0,0,0,1,中央芭蕾舞团《堂·吉诃德》,中央芭蕾舞团《堂·吉诃德》,180.0,180-680,680.0,[],648376522544,[],售票中,,2021.09.09 周四 19:30,3,24,舞蹈,,天桥剧场,北京,64,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01AcB8dI2GdSKUoZz7o_!!2-item_pic.png,
[],,0,1,演唱会,852,北京,[],,1_1_649376422182,-2096170371,False,0,0,0,1,2021安子与九妹“有点er意思”十周年巡演「北京站」,2021安子与九妹“有点er意思”十周年巡演「北京站」,100.0,100-680,680.0,[],649376422182,[],售票中,,2021.09.30 周四 19:30,3,13,其他,,世纪剧院,北京,107,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01afwrtR2GdSKafV4Ji_!!2-item_pic.png,
[],,0,3,话剧歌剧,852,北京,[],,1_1_646852068311,-2121413909,False,0,0,0,1,话剧《黑鸟》,话剧《黑鸟》,100.0,100-480,480.0,[],646852068311,[],售票中,,2021.07.28-08.01,3,19,话剧,,天桥艺术中心-小剧场,北京,59982,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN019OLd0d2GdSKMXvOXY_!!2-item_pic.png,
[],,0,7,展览休闲,852,北京,[],,1_1_645169084381,-2138243749,False,0,1,0,0,朱艳华绮—故宫博物院藏乾隆朝漆器展,朱艳华绮—故宫博物院藏乾隆朝漆器展,40.0,40,40.0,[],645169084381,[],售票中,,2021.07.09-10.12,3,38,展会,,嘉德艺术中心,北京,904007,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01Xojvz42GdSKMGu9ZF_!!2251059038.png,
[],,0,3,话剧歌剧,852,北京,[],,1_1_645086564777,-2139068945,False,0,0,0,1,陕西人民艺术剧院《平凡的世界》,陕西人民艺术剧院《平凡的世界》,280.0,280-880,880.0,[],645086564777,[],售票中,,2021.07.14-07.18,3,19,话剧,,国家大剧院-戏剧场,北京,558,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01N1YTCr2GdSK2UKtjZ_!!0-item_pic.jpg,
[],,0,1,演唱会,852,北京,[],,1_1_648421347256,-2105721120,False,0,1,0,0,2021 VIENTO LIBRE北京高中生公益音乐节,2021 VIENTO LIBRE北京高中生公益音乐节,88.0,88-158,158.0,[],648421347256,[],售票中,,2021.07.22 周四 16:00,3,48,livehouse,,疆进酒·OMNI SPACE,北京,81595,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01BhZQdk2GdSKW35a8U_!!2251059038.jpg,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_646660616374,-2123328429,False,0,0,0,1,长安大戏院11月10日 南北京剧名家名剧“京津演出周”（北京站）——京剧《霸王别姬》,长安大戏院11月10日 南北京剧名家名剧“京津演出周”（北京站）——京剧《霸王别姬》,100.0,100-1080,1080.0,[],646660616374,[],售票中,,2021.11.10 周三 19:30,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01Bt3BvY2GdSKLJA6x2_!!2-item_pic.png,
[],,0,2,音乐会,852,北京,[],,1_1_648829757376,-2101637019,False,0,0,0,1,侯乐天音乐喜剧钢伴惹不起,侯乐天音乐喜剧钢伴惹不起,80.0,80-580,580.0,[],648829757376,[],售票中,,2021.09.18 周六 19:30,3,18,其他,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN013jlUnJ2GdSKXwtyVU_!!2-item_pic.png,
[],,0,5,曲苑杂坛,852,北京,[],,1_1_647315294903,-2116781643,False,0,0,0,1,长安大戏院7月4、5日 北京京剧院优秀剧目展演季 京剧《沙家浜》,长安大戏院7月4、5日 北京京剧院优秀剧目展演季 京剧《沙家浜》,50.0,50-800,800.0,[],647315294903,[],售票中,,2021.07.04-07.05,3,31,戏曲,,长安大戏院,北京,69,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01igrZhx2GdSKXzVZaB_!!2251059038.png,
